,ï»¿S_No,State,st_case,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,fatals,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,Cname,Sname,lighting,climate,drunk
30006,30007,50,500016,1,21,147,2,7,2015,5,14,55,43.64456111,-73.19834722,1,1,0,1,14,54,15,9,15,37,CASTLETON,Vermont,Daylight,Clear,FALSE
30007,30008,50,500017,1,5,309,4,7,2015,7,14,14,44.5124,-72.02635278,1,1,0,1,14,20,14,33,14,56,LYNDON,Vermont,Daylight,Clear,FALSE
30008,30009,50,500018,3,23,71,6,7,2015,2,11,38,44.22142222,-72.55681389,1,1,0,1,11,38,11,41,12,38,BERLIN,Vermont,Daylight,Clear,FALSE
30009,30010,50,500019,1,5,609,8,7,2015,4,16,55,44.674075,-72.132875,1,1,0,1,16,59,17,19,88,88,SHEFFIELD,Vermont,Daylight,Clear,FALSE
30010,30011,50,500020,3,11,590,12,7,2015,1,17,16,44.83815833,-73.10044722,1,1,1,1,17,34,17,41,17,55,ST. ALBANS,Vermont,Daylight,Clear,TRUE
30011,30012,50,500021,2,19,163,16,7,2015,5,17,13,44.65259722,-72.40581944,1,1,0,1,17,18,17,41,18,20,CRAFTSBURY,Vermont,Daylight,Clear,FALSE
30012,30013,50,500022,2,11,218,25,7,2015,7,11,3,44.72889167,-73.19751667,1,1,0,1,11,3,11,10,88,88,GEORGIA CENTER,Vermont,Daylight,Clear,FALSE
30013,30014,50,500023,2,27,686,25,7,2015,7,11,23,43.35815556,-72.42360278,1,1,0,1,11,26,11,36,99,99,WEATHERSFIELD TOWN,Vermont,Daylight,Clear,FALSE
30014,30015,50,500024,2,21,295,31,7,2015,6,22,13,43.60751944,-72.75125278,2,1,0,1,22,15,22,30,22,40,KILLINGTON,Vermont,Dark,Clear,FALSE
30015,30016,50,500025,2,25,730,9,8,2015,1,19,22,43.07276389,-72.50995556,5,1,0,1,19,22,19,29,88,88,WESTMINSTER,Vermont,Dusk,Clear,FALSE
30017,30018,50,500027,2,27,457,17,8,2015,2,15,12,43.73018333,-72.27982222,1,1,0,1,15,15,15,24,88,88,NORWICH,Vermont,Daylight,Clear,FALSE
30018,30019,50,500028,1,3,297,23,8,2015,1,2,47,43.24777222,-72.85500556,2,1,1,1,2,48,3,7,88,88,LANDGROVE,Vermont,Dark,Clear,TRUE
30019,30020,50,500029,1,17,671,29,8,2015,7,12,11,43.96154167,-72.2876,1,1,0,1,99,99,12,24,88,88,VERSHIRE,Vermont,Daylight,Clear,FALSE
30020,30021,50,500030,3,11,650,3,9,2015,5,12,35,44.88785833,-73.09116944,1,1,1,2,12,36,12,42,13,0,SWANTON,Vermont,Daylight,Clear,TRUE
30021,30022,50,500031,3,25,342,4,9,2015,6,16,49,42.86626111,-72.72427222,1,1,0,1,16,49,17,4,17,50,MARLBORO,Vermont,Daylight,Clear,FALSE
30022,30023,50,500032,1,21,475,7,9,2015,2,15,38,43.35245,-73.18167222,1,1,0,1,15,51,16,5,88,88,PAWLET,Vermont,Daylight,Clear,FALSE
30023,30024,50,500033,4,25,770,7,9,2015,2,17,15,42.87064722,-72.90395278,1,1,0,1,17,16,17,28,19,0,WILMINGTON,Vermont,Daylight,Clear,FALSE
30024,30025,50,500034,2,21,490,18,9,2015,6,5,49,43.74889722,-73.04746667,4,1,0,1,5,51,6,13,6,53,PITTSFORD,Vermont,Dawn,Clear,FALSE
30027,30028,50,500037,3,1,360,3,10,2015,7,19,17,43.97074167,-73.11654167,2,1,0,1,19,21,19,29,21,34,MIDDLEBURY,Vermont,Dark,Clear,FALSE
30028,30029,50,500038,2,7,75,6,10,2015,3,21,18,44.37319722,-72.87854167,2,1,0,1,21,22,21,41,22,8,BOLTON,Vermont,Dark,Clear,FALSE
30029,30030,50,500039,3,27,241,14,10,2015,4,22,54,43.59464722,-72.34906667,2,1,0,1,22,54,23,3,88,88,HARTLAND,Vermont,Dark,Clear,FALSE
30030,30031,50,500040,3,15,390,15,10,2015,5,6,17,44.51901111,-72.62019167,2,5,0,1,6,17,6,23,7,9,MORRISVILLE,Vermont,Dark,Snow,FALSE
30032,30033,50,500042,1,11,190,5,11,2015,5,2,20,44.90898333,-72.81528889,2,1,1,1,3,26,3,27,88,88,ENOSBURG FALLS,Vermont,Dark,Clear,TRUE
30033,30034,50,500043,1,27,630,9,11,2015,2,20,16,43.30376667,-72.49253889,3,1,0,1,20,19,20,22,20,30,SPRINGFIELD,Vermont,Dark,Clear,FALSE
30034,30035,50,500044,1,23,187,25,11,2015,4,0,14,44.26986667,-72.45768333,2,1,1,1,0,25,0,37,0,51,EAST MONTPELIER,Vermont,Dark,Clear,TRUE
30035,30036,50,500045,1,19,158,30,11,2015,2,7,0,44.87028889,-72.21462778,2,1,0,1,7,12,7,17,88,88,COVENTRY,Vermont,Dark,Clear,FALSE
30036,30037,50,500046,1,15,390,3,12,2015,5,12,35,44.57544722,-72.59193333,1,2,0,1,12,37,12,37,13,5,MORRISVILLE,Vermont,Daylight,Rain,FALSE
30037,30038,50,500047,1,11,207,5,12,2015,7,8,20,44.68279722,-72.95126111,1,1,1,1,8,22,8,31,9,6,FAIRFAX,Vermont,Daylight,Clear,TRUE
30038,30039,50,500048,1,11,243,5,12,2015,7,16,0,44.92594722,-72.96963611,5,1,0,1,9,24,9,41,88,88,HIGHGATE CENTER,Vermont,Dusk,Clear,FALSE
30039,30040,50,500049,1,21,689,12,12,2015,7,17,4,43.42768333,-73.19641111,2,1,0,1,99,99,99,99,99,99,WELLS,Vermont,Dark,Clear,FALSE
30040,30041,50,500050,7,21,295,29,12,2015,3,14,14,43.66465833,-72.81215833,1,2,0,3,14,12,14,26,15,23,KILLINGTON,Vermont,Daylight,Rain,FALSE
30042,30043,51,510002,1,840,2640,2,1,2015,6,18,59,39.17771389,-78.17285278,3,10,0,1,19,0,19,5,19,20,WINCHESTER,Virginia,Dark,Unknown,FALSE
30048,30049,51,510008,1,550,468,4,1,2015,1,1,3,36.86336667,-76.14805556,3,2,1,1,1,3,1,10,1,51,CHESAPEAKE,Virginia,Dark,Rain,TRUE
30058,30059,51,510018,1,550,468,18,1,2015,1,5,20,36.78392222,-76.22523611,3,10,0,1,5,21,5,30,88,88,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30061,30062,51,510021,1,800,2390,20,1,2015,3,17,34,36.76527778,-76.60583333,5,10,0,1,17,42,18,0,18,42,SUFFOLK,Virginia,Dusk,Unknown,FALSE
30064,30065,51,510024,4,710,1760,23,1,2015,6,12,40,36.96673611,-76.29468056,1,10,0,1,12,49,12,56,13,32,NORFOLK,Virginia,Daylight,Unknown,FALSE
30065,30066,51,510025,1,800,2390,25,1,2015,1,7,47,36.87055556,-76.44277778,1,10,0,1,99,99,99,99,99,99,SUFFOLK,Virginia,Daylight,Unknown,FALSE
30076,30077,51,510036,1,810,2540,3,2,2015,3,17,3,36.79451389,-76.08190278,1,10,0,1,99,99,99,99,99,99,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30087,30088,51,510047,3,800,2390,10,2,2015,3,8,4,36.55644444,-76.753,1,2,0,2,8,7,8,15,10,11,SUFFOLK,Virginia,Daylight,Rain,FALSE
30088,30089,51,510048,1,740,1970,8,2,2015,1,2,40,36.81472222,-76.34784167,3,10,0,1,99,99,99,99,88,88,PORTSMOUTH,Virginia,Dark,Unknown,FALSE
30090,30091,51,510050,1,810,2540,31,1,2015,7,13,49,36.77618056,-76.071025,1,10,0,1,14,43,14,55,15,53,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30097,30098,51,510057,2,810,2540,23,1,2015,6,2,34,36.92138889,-76.04444444,2,10,1,1,2,36,2,45,3,10,VIRGINIA BEACH,Virginia,Dark,Unknown,TRUE
30100,30101,51,510060,2,550,468,17,2,2015,3,21,30,36.79083333,-76.39491389,3,10,1,1,21,37,21,47,99,99,CHESAPEAKE,Virginia,Dark,Unknown,TRUE
30108,30109,51,510068,2,650,1180,12,2,2015,5,6,24,37.04281111,-76.43301389,4,10,1,1,6,27,6,44,99,99,HAMPTON,Virginia,Dawn,Unknown,TRUE
30115,30116,51,510075,2,700,1720,4,2,2015,4,18,3,37.00083333,-76.41805556,3,10,0,1,18,11,18,17,18,42,NEWPORT NEWS,Virginia,Dark,Unknown,FALSE
30118,30119,51,510078,5,550,468,27,2,2015,6,17,50,36.82409722,-76.41051389,1,4,1,1,17,54,18,0,18,29,CHESAPEAKE,Virginia,Daylight,Snow,TRUE
30126,30127,51,510086,2,800,2390,24,2,2015,3,8,44,36.75416667,-76.51472222,1,10,0,1,99,99,99,99,88,88,SUFFOLK,Virginia,Daylight,Unknown,FALSE
30138,30139,51,510098,4,790,2330,24,1,2015,7,10,54,38.17746667,-79.09301389,1,3,0,1,11,4,11,9,13,6,STAUNTON,Virginia,Daylight,Rain,FALSE
30139,30140,51,510099,1,710,1760,4,2,2015,4,5,23,36.89189722,-76.25801111,3,10,0,1,99,99,99,99,99,99,NORFOLK,Virginia,Dark,Unknown,FALSE
30148,30149,51,510108,1,650,1180,16,1,2015,6,20,58,37.03972222,-76.34824722,3,10,1,1,20,59,21,1,21,25,HAMPTON,Virginia,Dark,Unknown,TRUE
30154,30155,51,510114,2,710,1760,7,2,2015,7,2,22,36.93166667,-76.24416667,3,10,1,1,2,27,2,28,99,99,NORFOLK,Virginia,Dark,Unknown,TRUE
30162,30163,51,510122,1,810,2540,23,3,2015,2,18,47,36.79972222,-76.06559722,1,10,1,1,18,52,18,53,19,16,VIRGINIA BEACH,Virginia,Daylight,Unknown,TRUE
30164,30165,51,510124,6,770,2100,31,1,2015,7,2,33,37.31290278,-79.95183889,3,10,2,3,2,48,2,54,3,26,ROANOKE,Virginia,Dark,Unknown,TRUE
30166,30167,51,510126,1,550,468,26,3,2015,5,20,13,36.81694444,-76.26555556,3,10,0,1,99,99,20,15,20,31,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30171,30172,51,510131,3,710,1760,2,4,2015,5,5,51,36.91277778,-76.26305556,3,10,1,1,99,99,99,99,99,99,NORFOLK,Virginia,Dark,Unknown,TRUE
30177,30178,51,510137,1,810,2540,7,4,2015,3,6,10,36.80111111,-76.20055556,4,10,1,1,6,18,6,25,88,88,VIRGINIA BEACH,Virginia,Dawn,Unknown,TRUE
30179,30180,51,510139,3,810,2540,5,4,2015,1,14,29,36.75944444,-76.01527778,1,10,1,1,99,99,99,99,99,99,VIRGINIA BEACH,Virginia,Daylight,Unknown,TRUE
30183,30184,51,510143,3,510,40,9,4,2015,5,21,59,38.81638889,-77.13638889,3,2,1,2,21,59,22,1,22,23,ALEXANDRIA,Virginia,Dark,Rain,TRUE
30184,30185,51,510144,2,760,2060,12,4,2015,1,14,18,37.58781944,-77.473025,1,10,1,1,14,21,14,29,15,15,RICHMOND,Virginia,Daylight,Unknown,TRUE
30186,30187,51,510146,2,760,2060,13,4,2015,2,14,45,37.56562222,-77.49963611,1,10,1,1,14,45,14,49,15,37,RICHMOND,Virginia,Daylight,Unknown,TRUE
30197,30198,51,510157,2,710,1760,15,4,2015,4,6,45,36.83286667,-76.19591111,1,10,0,1,6,47,6,59,88,88,NORFOLK,Virginia,Daylight,Unknown,FALSE
30198,30199,51,510158,1,810,2540,15,4,2015,4,22,29,36.77416667,-76.02666667,3,10,1,1,99,99,99,99,88,88,VIRGINIA BEACH,Virginia,Dark,Unknown,TRUE
30207,30208,51,510167,1,590,720,25,4,2015,7,3,5,36.62861111,-79.39861111,3,10,1,1,99,99,99,99,99,99,DANVILLE,Virginia,Dark,Unknown,TRUE
30213,30214,51,510173,2,800,2390,28,4,2015,3,6,27,36.57111111,-76.58269167,1,10,0,2,6,28,6,42,7,42,SUFFOLK,Virginia,Daylight,Unknown,FALSE
30217,30218,51,510177,5,810,2540,12,4,2015,1,2,30,36.84444444,-76.18444444,3,10,2,1,3,22,3,30,4,4,VIRGINIA BEACH,Virginia,Dark,Unknown,TRUE
30222,30223,51,510182,2,550,468,5,5,2015,3,15,53,36.80266667,-76.22752222,1,10,0,1,15,53,15,57,16,15,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30226,30227,51,510186,1,59,1220,8,5,2015,6,7,2,38.96983611,-77.40648333,1,10,0,1,99,99,99,99,99,99,HERNDON,Virginia,Daylight,Unknown,FALSE
30232,30233,51,510192,2,710,1760,8,3,2015,1,16,10,36.85611111,-76.18361111,1,10,1,1,99,99,99,99,99,99,NORFOLK,Virginia,Daylight,Unknown,TRUE
30233,30234,51,510193,5,550,468,13,5,2015,4,13,56,36.64944444,-76.35534167,1,10,0,1,14,1,14,13,14,50,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30234,30235,51,510194,1,810,2540,10,5,2015,1,15,2,36.84138889,-76.04833333,1,10,0,1,99,99,99,99,99,99,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30235,30236,51,510195,1,810,2540,9,5,2015,7,20,24,36.80926944,-76.21908056,3,10,0,1,99,99,99,99,99,99,VIRGINIA BEACH,Virginia,Dark,Unknown,FALSE
30237,30238,51,510197,2,640,1050,4,4,2015,7,13,23,36.66645833,-80.90459444,1,10,0,1,13,23,13,26,99,99,GALAX,Virginia,Daylight,Unknown,FALSE
30240,30241,51,510200,2,770,2100,8,3,2015,1,1,44,37.28611111,-79.96972222,2,10,1,1,1,51,1,58,99,99,ROANOKE,Virginia,Dark,Unknown,TRUE
30242,30243,51,510202,1,710,1760,2,4,2015,5,22,8,36.85064167,-76.1994,3,10,1,1,22,8,22,11,22,34,NORFOLK,Virginia,Dark,Unknown,TRUE
30243,30244,51,510203,1,810,2540,9,5,2015,7,20,4,36.88350833,-76.18324722,3,10,0,1,99,99,99,99,88,88,VIRGINIA BEACH,Virginia,Dark,Unknown,FALSE
30263,30264,51,510223,1,670,1290,7,5,2015,5,16,1,37.28936389,-77.26018889,1,10,1,1,16,7,16,11,16,26,HOPEWELL,Virginia,Daylight,Unknown,TRUE
30270,30271,51,510230,3,550,468,30,5,2015,7,12,19,36.71552222,-76.15472222,1,10,0,1,12,20,12,25,99,99,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30271,30272,51,510231,2,550,468,14,5,2015,5,6,20,36.75746667,-76.285,1,10,0,1,6,21,6,32,7,8,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30288,30289,51,510248,1,710,1760,2,6,2015,3,20,45,36.96166667,-76.26861111,2,2,1,1,99,99,99,99,88,88,NORFOLK,Virginia,Dark,Rain,TRUE
30292,30293,51,510252,1,700,1720,1,3,2015,1,1,7,37.02815,-76.44988611,2,10,0,1,99,99,99,99,88,88,NEWPORT NEWS,Virginia,Dark,Unknown,FALSE
30306,30307,51,510266,3,590,720,14,6,2015,1,10,52,36.58444444,-79.42593889,1,10,0,1,99,99,99,99,99,99,DANVILLE,Virginia,Daylight,Unknown,FALSE
30310,30311,51,510270,3,775,2170,21,5,2015,5,10,12,37.27472222,-80.03694444,1,2,0,1,10,25,10,29,10,49,SALEM,Virginia,Daylight,Rain,FALSE
30324,30325,51,510284,1,700,1720,19,4,2015,1,1,20,37.00420278,-76.43517778,3,10,0,1,1,20,1,24,88,88,NEWPORT NEWS,Virginia,Dark,Unknown,FALSE
30327,30328,51,510287,6,760,2060,24,6,2015,4,18,59,37.52,-77.50916667,1,10,0,1,19,16,19,21,19,36,RICHMOND,Virginia,Daylight,Unknown,FALSE
30328,30329,51,510288,3,700,1720,28,4,2015,3,21,45,37.13555833,-76.52578333,3,10,1,1,21,48,21,53,22,36,NEWPORT NEWS,Virginia,Dark,Unknown,TRUE
30329,30330,51,510289,2,800,2390,25,6,2015,5,16,51,36.75451389,-76.51504167,1,2,0,1,16,52,17,5,99,99,SUFFOLK,Virginia,Daylight,Rain,FALSE
30332,30333,51,510292,1,590,720,26,6,2015,6,19,5,36.60472222,-79.41166667,1,10,0,1,99,99,99,99,99,99,DANVILLE,Virginia,Daylight,Unknown,FALSE
30333,30334,51,510293,1,550,468,11,6,2015,5,3,40,36.76441111,-76.34468056,3,10,0,1,3,43,3,50,99,99,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30334,30335,51,510294,2,700,1720,19,6,2015,6,3,49,37.13339167,-76.52411111,2,10,1,1,99,99,99,99,88,88,NEWPORT NEWS,Virginia,Dark,Unknown,TRUE
30337,30338,51,510297,1,550,468,19,6,2015,6,12,9,36.76932222,-76.25973611,1,10,0,1,12,9,12,25,12,53,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30342,30343,51,510302,2,700,1720,12,6,2015,6,12,29,37.08859444,-76.45823056,1,10,0,1,12,38,12,43,13,7,NEWPORT NEWS,Virginia,Daylight,Unknown,FALSE
30352,30353,51,510312,3,810,2540,29,5,2015,6,18,12,36.79538056,-76.09893056,1,10,0,1,18,13,18,23,99,99,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30358,30359,51,510318,2,810,2540,2,7,2015,5,13,43,36.78256944,-76.11991389,1,10,0,1,99,99,99,99,88,88,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30362,30363,51,510322,1,760,2060,13,7,2015,2,1,0,37.49705,-77.43315833,3,10,1,1,0,53,0,57,1,27,RICHMOND,Virginia,Dark,Unknown,TRUE
30369,30370,51,510329,1,700,1720,1,6,2015,2,15,24,37.03111111,-76.45166667,1,10,0,1,99,99,99,99,99,99,NEWPORT NEWS,Virginia,Daylight,Unknown,FALSE
30382,30383,51,510342,2,710,1760,25,5,2015,2,18,40,36.93269444,-76.20333611,1,10,0,1,18,41,18,46,19,13,NORFOLK,Virginia,Daylight,Unknown,FALSE
30387,30388,51,510347,1,510,40,28,4,2015,3,3,40,38.83111111,-77.10805556,3,10,0,1,99,99,99,99,88,88,ALEXANDRIA,Virginia,Dark,Unknown,FALSE
30398,30399,51,510358,4,810,2540,22,7,2015,4,12,6,36.82555556,-76.16055556,1,10,0,1,12,8,12,13,12,40,VIRGINIA BEACH,Virginia,Daylight,Unknown,FALSE
30408,30409,51,510368,1,650,1180,14,6,2015,1,16,42,37.03083333,-76.40555556,1,10,0,1,16,42,16,47,17,6,HAMPTON,Virginia,Daylight,Unknown,FALSE
30409,30410,51,510369,1,650,1180,25,7,2015,7,2,13,37.06258056,-76.31030833,3,10,1,1,2,13,2,24,88,88,HAMPTON,Virginia,Dark,Unknown,TRUE
30413,30414,51,510373,2,550,468,26,7,2015,1,3,52,36.77527778,-76.27277778,3,10,1,1,3,55,4,2,4,52,CHESAPEAKE,Virginia,Dark,Unknown,TRUE
30418,30419,51,510378,2,710,1760,8,7,2015,4,15,21,36.85168333,-76.27801389,1,10,0,1,15,21,15,26,15,35,NORFOLK,Virginia,Daylight,Unknown,FALSE
30424,30425,51,510384,1,680,1490,5,8,2015,4,22,30,37.39666667,-79.17888889,3,10,1,1,99,99,99,99,99,99,LYNCHBURG,Virginia,Dark,Unknown,TRUE
30433,30434,51,510393,1,800,2390,9,8,2015,1,21,0,36.88389167,-76.43051944,2,10,1,1,20,54,21,1,88,88,SUFFOLK,Virginia,Dark,Unknown,TRUE
30442,30443,51,510402,1,630,1020,9,8,2015,1,5,10,38.29389722,-77.50634722,2,10,0,1,99,99,15,21,88,88,FREDERICKSBURG,Virginia,Dark,Unknown,FALSE
30444,30445,51,510404,2,570,620,6,8,2015,5,20,7,37.28583333,-77.38916667,5,2,1,1,21,20,22,13,23,20,COLONIAL HEIGHTS,Virginia,Dusk,Rain,TRUE
30455,30456,51,510415,3,760,2060,22,8,2015,7,16,50,37.53305556,-77.42777778,1,10,1,1,99,99,99,99,99,99,RICHMOND,Virginia,Daylight,Unknown,TRUE
30456,30457,51,510416,2,760,2060,25,8,2015,3,17,22,37.51229167,-77.46358611,1,10,0,1,17,23,17,36,17,50,RICHMOND,Virginia,Daylight,Unknown,FALSE
30462,30463,51,510422,3,800,2390,2,9,2015,4,16,29,36.58333333,-76.58611111,1,10,0,1,16,29,16,42,17,15,SUFFOLK,Virginia,Daylight,Unknown,FALSE
30469,30470,51,510429,1,800,2390,5,9,2015,7,12,52,36.55953611,-76.66836667,1,10,0,1,12,53,12,58,88,88,SUFFOLK,Virginia,Daylight,Unknown,FALSE
30479,30480,51,510439,1,800,2390,30,8,2015,1,14,32,36.69597778,-76.61215278,1,10,1,1,14,34,14,40,99,99,SUFFOLK,Virginia,Daylight,Unknown,TRUE
30487,30488,51,510447,1,710,1760,6,9,2015,1,23,36,36.84418056,-76.20890556,3,10,0,1,23,39,23,46,88,88,NORFOLK,Virginia,Dark,Unknown,FALSE
30489,30490,51,510449,1,700,1720,9,9,2015,4,3,56,37.15305556,-76.53666667,3,10,1,1,99,99,99,99,99,99,NEWPORT NEWS,Virginia,Dark,Unknown,TRUE
30497,30498,51,510457,4,740,1970,7,9,2015,2,14,53,36.79897778,-76.37997778,1,10,0,2,99,99,99,99,99,99,PORTSMOUTH,Virginia,Daylight,Unknown,FALSE
30527,30528,51,510487,3,710,1760,23,9,2015,4,15,17,36.92584167,-76.284975,1,10,0,1,15,20,15,32,16,18,NORFOLK,Virginia,Daylight,Unknown,FALSE
30554,30555,51,510514,1,680,1490,9,10,2015,6,14,17,37.36581944,-79.20139722,1,10,1,1,14,19,14,24,15,4,LYNCHBURG,Virginia,Daylight,Unknown,TRUE
30557,30558,51,510517,2,800,2390,9,10,2015,6,6,25,36.68606944,-76.76532222,2,10,0,1,99,99,99,99,99,99,SUFFOLK,Virginia,Dark,Unknown,FALSE
30561,30562,51,510521,1,700,1720,19,8,2015,4,21,17,37.11756667,-76.49663333,3,10,0,1,21,17,21,23,88,88,NEWPORT NEWS,Virginia,Dark,Unknown,FALSE
30563,30564,51,510523,2,740,1970,5,8,2015,4,8,45,36.86908889,-76.37632222,1,10,0,1,8,51,8,54,99,99,PORTSMOUTH,Virginia,Daylight,Unknown,FALSE
30572,30573,51,510533,1,700,1720,29,8,2015,7,18,52,37.12869444,-76.56249167,1,10,1,1,19,3,19,22,19,52,NEWPORT NEWS,Virginia,Daylight,Unknown,TRUE
30573,30574,51,510534,1,650,1180,19,10,2015,2,8,50,37.06599167,-76.42815833,1,10,0,1,99,99,99,99,99,99,HAMPTON,Virginia,Daylight,Unknown,FALSE
30576,30577,51,510537,1,550,468,18,10,2015,1,0,55,36.62833333,-76.26472222,2,10,0,1,1,10,1,21,88,88,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30577,30578,51,510538,1,735,1946,25,9,2015,6,20,50,37.12417778,-76.38645556,2,2,0,1,20,49,20,53,21,13,POQUOSON,Virginia,Dark,Rain,FALSE
30578,30579,51,510539,1,760,2060,10,10,2015,7,0,59,37.52625,-77.43541111,3,2,1,1,99,99,99,99,88,88,RICHMOND,Virginia,Dark,Rain,TRUE
30580,30581,51,510541,1,510,40,3,9,2015,5,9,36,38.81611111,-77.0625,1,10,0,1,9,55,10,19,10,39,ALEXANDRIA,Virginia,Daylight,Unknown,FALSE
30584,30585,51,510545,2,735,1946,25,10,2015,1,2,38,37.12562222,-76.37591111,2,10,1,1,2,41,2,44,3,23,POQUOSON,Virginia,Dark,Unknown,TRUE
30591,30592,51,510552,2,630,1020,3,11,2015,3,3,37,38.29055556,-77.47277778,3,10,0,1,3,38,3,43,4,8,FREDERICKSBURG,Virginia,Dark,Unknown,FALSE
30594,30595,51,510555,1,810,2540,1,11,2015,1,1,29,36.73833333,-76.10027778,2,10,1,1,99,99,1,39,88,88,VIRGINIA BEACH,Virginia,Dark,Unknown,TRUE
30596,30597,51,510557,1,750,2020,19,9,2015,7,19,7,37.13036667,-80.51653889,5,10,0,1,19,6,19,11,19,39,RADFORD,Virginia,Dusk,Unknown,FALSE
30599,30600,51,510560,2,550,468,30,10,2015,6,6,53,36.73777778,-76.33638889,4,10,0,1,99,99,99,99,99,99,CHESAPEAKE,Virginia,Dawn,Unknown,FALSE
30619,30620,51,510580,2,760,2060,1,11,2015,1,4,37,37.55916667,-77.41833333,2,2,0,1,99,99,99,99,99,99,RICHMOND,Virginia,Dark,Rain,FALSE
30634,30635,51,510595,2,760,2060,21,11,2015,7,9,4,37.51194444,-77.47611111,1,10,0,1,99,99,9,7,9,33,RICHMOND,Virginia,Daylight,Unknown,FALSE
30638,30639,51,510599,1,760,2060,22,11,2015,1,7,40,37.53814444,-77.51990556,1,10,0,1,99,99,99,99,99,99,RICHMOND,Virginia,Daylight,Unknown,FALSE
30639,30640,51,510600,2,740,1970,18,9,2015,6,4,21,36.81861111,-76.30611111,3,10,1,1,99,99,99,99,99,99,PORTSMOUTH,Virginia,Dark,Unknown,TRUE
30653,30654,51,510614,2,660,1190,9,11,2015,2,17,23,38.43833333,-78.85472222,3,2,0,1,99,99,99,99,88,88,HARRISONBURG,Virginia,Dark,Rain,FALSE
30668,30669,51,510629,1,650,1180,3,11,2015,3,15,45,37.00571389,-76.38065833,5,10,0,1,15,45,15,50,16,7,HAMPTON,Virginia,Dusk,Unknown,FALSE
30669,30670,51,510630,2,650,1180,28,11,2015,7,5,7,37.04414722,-76.39883056,2,10,1,1,5,7,5,18,6,0,HAMPTON,Virginia,Dark,Unknown,TRUE
30670,30671,51,510631,1,550,468,3,12,2015,5,21,40,36.77281111,-76.32428333,3,10,0,1,99,99,99,99,88,88,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30678,30679,51,510639,1,760,2060,15,12,2015,3,20,30,37.49916667,-77.47833333,2,10,0,1,99,99,99,99,88,88,RICHMOND,Virginia,Dark,Unknown,FALSE
30687,30688,51,510649,1,810,2540,24,10,2015,7,2,20,36.83367222,-76.11216389,3,10,0,1,99,99,99,99,99,99,VIRGINIA BEACH,Virginia,Dark,Unknown,FALSE
30691,30692,51,510653,1,710,1760,17,11,2015,3,18,7,36.87922222,-76.25364167,3,10,0,1,99,99,99,99,99,99,NORFOLK,Virginia,Dark,Unknown,FALSE
30700,30701,51,510662,1,760,2060,23,12,2015,4,17,45,37.51861111,-77.42606944,5,2,0,1,88,88,88,88,88,88,RICHMOND,Virginia,Dusk,Rain,FALSE
30701,30702,51,510663,2,760,2060,25,12,2015,6,19,48,37.48287222,-77.44463889,3,2,0,1,19,48,19,52,88,88,RICHMOND,Virginia,Dark,Rain,FALSE
30712,30713,51,510674,2,800,2390,30,12,2015,4,16,40,36.75102778,-76.52600833,1,2,0,1,16,41,16,45,17,26,SUFFOLK,Virginia,Daylight,Rain,FALSE
30720,30721,51,510682,2,550,468,5,12,2015,7,12,39,36.779025,-76.43829167,1,10,0,1,88,88,88,88,88,88,CHESAPEAKE,Virginia,Daylight,Unknown,FALSE
30727,30728,51,510689,4,550,468,19,12,2015,7,17,49,36.77555556,-76.28194444,2,10,0,1,99,99,99,99,88,88,CHESAPEAKE,Virginia,Dark,Unknown,FALSE
30736,30737,51,510698,2,820,2610,15,12,2015,3,11,5,38.05982222,-78.94333333,1,10,0,1,11,7,11,23,12,12,WAYNESBORO,Virginia,Daylight,Unknown,FALSE
30739,30740,51,510701,1,710,1760,29,11,2015,1,11,5,36.8775,-76.24583333,1,10,0,1,99,99,11,7,11,34,NORFOLK,Virginia,Daylight,Unknown,FALSE
30741,30742,51,510703,3,700,1720,5,11,2015,5,3,40,37.19722222,-76.56722222,2,2,0,1,3,46,4,0,4,31,NEWPORT NEWS,Virginia,Dark,Rain,FALSE
30742,30743,51,510704,1,700,1720,10,11,2015,3,2,7,37.03138889,-76.45861111,3,2,1,1,99,99,99,99,88,88,NEWPORT NEWS,Virginia,Dark,Rain,TRUE
