S_No,State,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,FATALS,Cname,Sname
30180,51,510139,3,810,2540,5,4,2015,1,14,29,36.75944444,-76.01527778,1,10,1,1,VIRGINIA BEACH,Virginia
30184,51,510143,3,510,40,9,4,2015,5,21,59,38.81638889,-77.13638889,3,2,1,2,ALEXANDRIA,Virginia
30185,51,510144,2,760,2060,12,4,2015,1,14,18,37.58781944,-77.473025,1,10,1,1,RICHMOND,Virginia
30187,51,510146,2,760,2060,13,4,2015,2,14,45,37.56562222,-77.49963611,1,10,1,1,RICHMOND,Virginia
30198,51,510157,2,710,1760,15,4,2015,4,6,45,36.83286667,-76.19591111,1,10,0,1,NORFOLK,Virginia
30199,51,510158,1,810,2540,15,4,2015,4,22,29,36.77416667,-76.02666667,3,10,1,1,VIRGINIA BEACH,Virginia
30208,51,510167,1,590,720,25,4,2015,7,3,5,36.62861111,-79.39861111,3,10,1,1,DANVILLE,Virginia
30214,51,510173,2,800,2390,28,4,2015,3,6,27,36.57111111,-76.58269167,1,10,0,2,SUFFOLK,Virginia
30218,51,510177,5,810,2540,12,4,2015,1,2,30,36.84444444,-76.18444444,3,10,2,1,VIRGINIA BEACH,Virginia
30223,51,510182,2,550,468,5,5,2015,3,15,53,36.80266667,-76.22752222,1,10,0,1,CHESAPEAKE,Virginia
30227,51,510186,1,59,1220,8,5,2015,6,7,2,38.96983611,-77.40648333,1,10,0,1,HERNDON,Virginia
30233,51,510192,2,710,1760,8,3,2015,1,16,10,36.85611111,-76.18361111,1,10,1,1,NORFOLK,Virginia
30234,51,510193,5,550,468,13,5,2015,4,13,56,36.64944444,-76.35534167,1,10,0,1,CHESAPEAKE,Virginia
30235,51,510194,1,810,2540,10,5,2015,1,15,2,36.84138889,-76.04833333,1,10,0,1,VIRGINIA BEACH,Virginia
30236,51,510195,1,810,2540,9,5,2015,7,20,24,36.80926944,-76.21908056,3,10,0,1,VIRGINIA BEACH,Virginia
30238,51,510197,2,640,1050,4,4,2015,7,13,23,36.66645833,-80.90459444,1,10,0,1,GALAX,Virginia
30241,51,510200,2,770,2100,8,3,2015,1,1,44,37.28611111,-79.96972222,2,10,1,1,ROANOKE,Virginia
30243,51,510202,1,710,1760,2,4,2015,5,22,8,36.85064167,-76.1994,3,10,1,1,NORFOLK,Virginia
30244,51,510203,1,810,2540,9,5,2015,7,20,4,36.88350833,-76.18324722,3,10,0,1,VIRGINIA BEACH,Virginia
30264,51,510223,1,670,1290,7,5,2015,5,16,1,37.28936389,-77.26018889,1,10,1,1,HOPEWELL,Virginia
30271,51,510230,3,550,468,30,5,2015,7,12,19,36.71552222,-76.15472222,1,10,0,1,CHESAPEAKE,Virginia
30272,51,510231,2,550,468,14,5,2015,5,6,20,36.75746667,-76.285,1,10,0,1,CHESAPEAKE,Virginia
30289,51,510248,1,710,1760,2,6,2015,3,20,45,36.96166667,-76.26861111,2,2,1,1,NORFOLK,Virginia
30293,51,510252,1,700,1720,1,3,2015,1,1,7,37.02815,-76.44988611,2,10,0,1,NEWPORT NEWS,Virginia
30307,51,510266,3,590,720,14,6,2015,1,10,52,36.58444444,-79.42593889,1,10,0,1,DANVILLE,Virginia
30311,51,510270,3,775,2170,21,5,2015,5,10,12,37.27472222,-80.03694444,1,2,0,1,SALEM,Virginia
30325,51,510284,1,700,1720,19,4,2015,1,1,20,37.00420278,-76.43517778,3,10,0,1,NEWPORT NEWS,Virginia
30328,51,510287,6,760,2060,24,6,2015,4,18,59,37.52,-77.50916667,1,10,0,1,RICHMOND,Virginia
30329,51,510288,3,700,1720,28,4,2015,3,21,45,37.13555833,-76.52578333,3,10,1,1,NEWPORT NEWS,Virginia
30330,51,510289,2,800,2390,25,6,2015,5,16,51,36.75451389,-76.51504167,1,2,0,1,SUFFOLK,Virginia
30333,51,510292,1,590,720,26,6,2015,6,19,5,36.60472222,-79.41166667,1,10,0,1,DANVILLE,Virginia
30334,51,510293,1,550,468,11,6,2015,5,3,40,36.76441111,-76.34468056,3,10,0,1,CHESAPEAKE,Virginia
30335,51,510294,2,700,1720,19,6,2015,6,3,49,37.13339167,-76.52411111,2,10,1,1,NEWPORT NEWS,Virginia
30338,51,510297,1,550,468,19,6,2015,6,12,9,36.76932222,-76.25973611,1,10,0,1,CHESAPEAKE,Virginia
30343,51,510302,2,700,1720,12,6,2015,6,12,29,37.08859444,-76.45823056,1,10,0,1,NEWPORT NEWS,Virginia
30353,51,510312,3,810,2540,29,5,2015,6,18,12,36.79538056,-76.09893056,1,10,0,1,VIRGINIA BEACH,Virginia
30359,51,510318,2,810,2540,2,7,2015,5,13,43,36.78256944,-76.11991389,1,10,0,1,VIRGINIA BEACH,Virginia
30363,51,510322,1,760,2060,13,7,2015,2,1,0,37.49705,-77.43315833,3,10,1,1,RICHMOND,Virginia
30370,51,510329,1,700,1720,1,6,2015,2,15,24,37.03111111,-76.45166667,1,10,0,1,NEWPORT NEWS,Virginia
30383,51,510342,2,710,1760,25,5,2015,2,18,40,36.93269444,-76.20333611,1,10,0,1,NORFOLK,Virginia
30388,51,510347,1,510,40,28,4,2015,3,3,40,38.83111111,-77.10805556,3,10,0,1,ALEXANDRIA,Virginia
30399,51,510358,4,810,2540,22,7,2015,4,12,6,36.82555556,-76.16055556,1,10,0,1,VIRGINIA BEACH,Virginia
30409,51,510368,1,650,1180,14,6,2015,1,16,42,37.03083333,-76.40555556,1,10,0,1,HAMPTON,Virginia
30410,51,510369,1,650,1180,25,7,2015,7,2,13,37.06258056,-76.31030833,3,10,1,1,HAMPTON,Virginia
30414,51,510373,2,550,468,26,7,2015,1,3,52,36.77527778,-76.27277778,3,10,1,1,CHESAPEAKE,Virginia
30419,51,510378,2,710,1760,8,7,2015,4,15,21,36.85168333,-76.27801389,1,10,0,1,NORFOLK,Virginia
30425,51,510384,1,680,1490,5,8,2015,4,22,30,37.39666667,-79.17888889,3,10,1,1,LYNCHBURG,Virginia
30434,51,510393,1,800,2390,9,8,2015,1,21,0,36.88389167,-76.43051944,2,10,1,1,SUFFOLK,Virginia
30443,51,510402,1,630,1020,9,8,2015,1,5,10,38.29389722,-77.50634722,2,10,0,1,FREDERICKSBURG,Virginia
30445,51,510404,2,570,620,6,8,2015,5,20,7,37.28583333,-77.38916667,5,2,1,1,COLONIAL HEIGHTS,Virginia
30456,51,510415,3,760,2060,22,8,2015,7,16,50,37.53305556,-77.42777778,1,10,1,1,RICHMOND,Virginia
30457,51,510416,2,760,2060,25,8,2015,3,17,22,37.51229167,-77.46358611,1,10,0,1,RICHMOND,Virginia
30463,51,510422,3,800,2390,2,9,2015,4,16,29,36.58333333,-76.58611111,1,10,0,1,SUFFOLK,Virginia
30470,51,510429,1,800,2390,5,9,2015,7,12,52,36.55953611,-76.66836667,1,10,0,1,SUFFOLK,Virginia
30480,51,510439,1,800,2390,30,8,2015,1,14,32,36.69597778,-76.61215278,1,10,1,1,SUFFOLK,Virginia
30488,51,510447,1,710,1760,6,9,2015,1,23,36,36.84418056,-76.20890556,3,10,0,1,NORFOLK,Virginia
30490,51,510449,1,700,1720,9,9,2015,4,3,56,37.15305556,-76.53666667,3,10,1,1,NEWPORT NEWS,Virginia
30498,51,510457,4,740,1970,7,9,2015,2,14,53,36.79897778,-76.37997778,1,10,0,2,PORTSMOUTH,Virginia
30528,51,510487,3,710,1760,23,9,2015,4,15,17,36.92584167,-76.284975,1,10,0,1,NORFOLK,Virginia
30555,51,510514,1,680,1490,9,10,2015,6,14,17,37.36581944,-79.20139722,1,10,1,1,LYNCHBURG,Virginia
30558,51,510517,2,800,2390,9,10,2015,6,6,25,36.68606944,-76.76532222,2,10,0,1,SUFFOLK,Virginia
30562,51,510521,1,700,1720,19,8,2015,4,21,17,37.11756667,-76.49663333,3,10,0,1,NEWPORT NEWS,Virginia
30564,51,510523,2,740,1970,5,8,2015,4,8,45,36.86908889,-76.37632222,1,10,0,1,PORTSMOUTH,Virginia
30573,51,510533,1,700,1720,29,8,2015,7,18,52,37.12869444,-76.56249167,1,10,1,1,NEWPORT NEWS,Virginia
30574,51,510534,1,650,1180,19,10,2015,2,8,50,37.06599167,-76.42815833,1,10,0,1,HAMPTON,Virginia
30577,51,510537,1,550,468,18,10,2015,1,0,55,36.62833333,-76.26472222,2,10,0,1,CHESAPEAKE,Virginia
30578,51,510538,1,735,1946,25,9,2015,6,20,50,37.12417778,-76.38645556,2,2,0,1,POQUOSON,Virginia
30579,51,510539,1,760,2060,10,10,2015,7,0,59,37.52625,-77.43541111,3,2,1,1,RICHMOND,Virginia
30581,51,510541,1,510,40,3,9,2015,5,9,36,38.81611111,-77.0625,1,10,0,1,ALEXANDRIA,Virginia
30585,51,510545,2,735,1946,25,10,2015,1,2,38,37.12562222,-76.37591111,2,10,1,1,POQUOSON,Virginia
30592,51,510552,2,630,1020,3,11,2015,3,3,37,38.29055556,-77.47277778,3,10,0,1,FREDERICKSBURG,Virginia
30595,51,510555,1,810,2540,1,11,2015,1,1,29,36.73833333,-76.10027778,2,10,1,1,VIRGINIA BEACH,Virginia
30597,51,510557,1,750,2020,19,9,2015,7,19,7,37.13036667,-80.51653889,5,10,0,1,RADFORD,Virginia
30600,51,510560,2,550,468,30,10,2015,6,6,53,36.73777778,-76.33638889,4,10,0,1,CHESAPEAKE,Virginia
30620,51,510580,2,760,2060,1,11,2015,1,4,37,37.55916667,-77.41833333,2,2,0,1,RICHMOND,Virginia
30635,51,510595,2,760,2060,21,11,2015,7,9,4,37.51194444,-77.47611111,1,10,0,1,RICHMOND,Virginia
30639,51,510599,1,760,2060,22,11,2015,1,7,40,37.53814444,-77.51990556,1,10,0,1,RICHMOND,Virginia
30640,51,510600,2,740,1970,18,9,2015,6,4,21,36.81861111,-76.30611111,3,10,1,1,PORTSMOUTH,Virginia
30654,51,510614,2,660,1190,9,11,2015,2,17,23,38.43833333,-78.85472222,3,2,0,1,HARRISONBURG,Virginia
30669,51,510629,1,650,1180,3,11,2015,3,15,45,37.00571389,-76.38065833,5,10,0,1,HAMPTON,Virginia
30670,51,510630,2,650,1180,28,11,2015,7,5,7,37.04414722,-76.39883056,2,10,1,1,HAMPTON,Virginia
30671,51,510631,1,550,468,3,12,2015,5,21,40,36.77281111,-76.32428333,3,10,0,1,CHESAPEAKE,Virginia
30679,51,510639,1,760,2060,15,12,2015,3,20,30,37.49916667,-77.47833333,2,10,0,1,RICHMOND,Virginia
30688,51,510649,1,810,2540,24,10,2015,7,2,20,36.83367222,-76.11216389,3,10,0,1,VIRGINIA BEACH,Virginia
30692,51,510653,1,710,1760,17,11,2015,3,18,7,36.87922222,-76.25364167,3,10,0,1,NORFOLK,Virginia
30701,51,510662,1,760,2060,23,12,2015,4,17,45,37.51861111,-77.42606944,5,2,0,1,RICHMOND,Virginia
30702,51,510663,2,760,2060,25,12,2015,6,19,48,37.48287222,-77.44463889,3,2,0,1,RICHMOND,Virginia
30713,51,510674,2,800,2390,30,12,2015,4,16,40,36.75102778,-76.52600833,1,2,0,1,SUFFOLK,Virginia
30721,51,510682,2,550,468,5,12,2015,7,12,39,36.779025,-76.43829167,1,10,0,1,CHESAPEAKE,Virginia
30728,51,510689,4,550,468,19,12,2015,7,17,49,36.77555556,-76.28194444,2,10,0,1,CHESAPEAKE,Virginia
30737,51,510698,2,820,2610,15,12,2015,3,11,5,38.05982222,-78.94333333,1,10,0,1,WAYNESBORO,Virginia
30740,51,510701,1,710,1760,29,11,2015,1,11,5,36.8775,-76.24583333,1,10,0,1,NORFOLK,Virginia
30742,51,510703,3,700,1720,5,11,2015,5,3,40,37.19722222,-76.56722222,2,2,0,1,NEWPORT NEWS,Virginia
30743,51,510704,1,700,1720,10,11,2015,3,2,7,37.03138889,-76.45861111,3,2,1,1,NEWPORT NEWS,Virginia
30744,51,510705,6,700,1720,24,12,2015,5,23,14,36.93111944,-76.40685,3,10,1,1,NEWPORT NEWS,Virginia
30745,51,510706,2,650,1180,26,12,2015,7,21,18,37.00457778,-76.38268056,3,10,0,1,HAMPTON,Virginia
30746,51,510707,1,700,1720,26,11,2015,5,20,46,37.11472222,-76.49222222,3,10,1,1,NEWPORT NEWS,Virginia
30747,51,510708,4,550,468,21,9,2015,2,12,50,36.75388889,-76.26527778,1,2,0,1,CHESAPEAKE,Virginia
30749,51,510710,1,800,2390,27,12,2015,1,3,33,36.76441111,-76.48472222,3,5,1,1,SUFFOLK,Virginia
30752,51,510713,4,710,1760,13,12,2015,1,4,22,36.83861111,-76.21,3,10,1,1,NORFOLK,Virginia
30753,53,530001,1,35,180,1,1,2015,5,4,0,47.50182222,-122.8005028,2,1,1,1,BREMERTON,Washington
30761,53,530009,3,15,1010,12,1,2015,2,8,9,46.12583056,-122.9006,1,10,0,1,KELSO,Washington
30766,53,530014,2,33,170,16,1,2015,6,5,53,47.75868056,-122.1852889,2,1,0,1,BOTHELL,Washington
30771,53,530019,1,73,150,22,1,2015,5,17,37,48.99399444,-122.734975,3,10,0,1,BLAINE,Washington
30772,53,530020,2,61,2030,22,1,2015,5,15,26,47.912025,-122.1087417,1,2,0,1,SNOHOMISH,Washington
30773,53,530021,2,53,539,18,1,2015,1,16,26,47.09146667,-122.6742111,1,1,1,1,DU PONT,Washington
30775,53,530023,1,63,2110,25,1,2015,1,1,28,47.65710278,-117.4329,3,1,1,1,SPOKANE,Washington
30780,53,530028,1,53,2230,16,1,2015,6,6,16,47.23118056,-122.4508194,3,10,0,1,TACOMA,Washington
30781,53,530029,1,33,2310,18,1,2015,1,8,10,47.45598889,-122.2635222,1,2,0,1,TUKWILA,Washington
30782,53,530030,3,61,1280,25,1,2015,1,2,43,48.07548889,-122.1671444,3,10,0,1,MARYSVILLE,Washington
30783,53,530031,1,11,240,31,1,2015,7,2,18,45.62140556,-122.4473667,3,1,1,1,CAMAS,Washington
30784,53,530032,1,33,1960,29,1,2015,5,18,23,47.66852222,-122.3118917,3,1,0,1,SEATTLE,Washington
30785,53,530033,3,61,1407,29,1,2015,5,14,39,47.79025556,-122.3111528,1,1,0,1,MOUNTLAKE TERRACE,Washington
30786,53,530034,1,9,760,7,1,2015,4,11,26,47.95029722,-124.3854278,1,1,0,1,FORKS,Washington
30787,53,530035,1,53,747,16,1,2015,6,19,30,47.24315556,-122.3900444,3,1,0,1,FIFE,Washington
30788,53,530036,3,53,2210,7,1,2015,4,16,25,47.23895278,-122.2252278,1,1,0,1,SUMNER,Washington
30790,53,530038,1,53,2230,15,1,2015,5,7,4,47.25403889,-122.4521917,3,1,0,1,TACOMA,Washington
30793,53,530041,1,53,747,9,2,2015,2,22,27,47.242975,-122.3466056,3,10,0,1,FIFE,Washington
30794,53,530042,1,33,980,11,2,2015,4,0,40,47.51747778,-122.0284361,3,1,1,1,ISSAQUAH,Washington
30801,53,530049,3,25,460,20,2,2015,6,20,29,47.61569722,-119.2928028,3,1,0,2,COULEE CITY,Washington
30805,53,530053,1,61,690,22,2,2015,1,3,30,48.02890833,-122.1843083,2,5,0,1,EVERETT,Washington
30806,53,530054,1,63,2110,20,2,2015,6,18,11,47.67311111,-117.4266944,3,10,0,1,SPOKANE,Washington
30807,53,530055,1,5,1020,22,2,2015,1,18,15,46.20516111,-119.2220639,3,1,0,1,KENNEWICK,Washington
30809,53,530057,1,61,1215,23,2,2015,2,17,50,47.81974722,-122.281775,5,1,0,1,LYNNWOOD,Washington
30810,53,530058,2,33,1820,28,2,2015,7,1,17,47.67494722,-122.1059194,3,10,1,1,REDMOND,Washington
30812,53,530061,6,73,110,25,2,2015,4,16,23,48.74496667,-122.4545778,1,2,0,1,BELLINGHAM,Washington
30813,53,530062,3,61,2030,7,2,2015,7,12,4,47.93373611,-122.1010806,1,2,0,1,SNOHOMISH,Washington
30817,53,530066,1,61,1338,7,3,2015,7,0,5,47.85535,-122.1955944,3,1,0,1,MILL CREEK,Washington
30823,53,530072,1,11,2370,7,3,2015,7,23,59,45.65358333,-122.5688111,2,1,1,1,VANCOUVER,Washington
30830,53,530079,1,53,1124,5,3,2015,5,18,15,47.17703611,-122.5655417,3,1,0,1,LAKEWOOD,Washington
30833,53,530082,1,61,690,20,3,2015,6,19,52,47.98514444,-122.2084694,3,10,0,1,EVERETT,Washington
30837,53,530086,1,67,1102,25,3,2015,4,5,49,47.05049722,-122.816125,2,2,0,1,LACEY,Washington
30840,53,530089,1,61,690,29,3,2015,1,9,41,47.96501111,-122.1997194,1,1,1,1,EVERETT,Washington
30841,53,530090,2,33,2310,30,3,2015,2,16,16,47.46475556,-122.2667861,1,1,0,1,TUKWILA,Washington
30842,53,530091,1,53,2230,31,3,2015,3,0,6,47.23993611,-122.4075778,3,2,0,1,TACOMA,Washington
30843,53,530092,2,21,1660,9,3,2015,2,2,43,46.22745556,-119.1010306,2,1,0,1,PASCO,Washington
30845,53,530094,1,11,2370,31,3,2015,3,9,35,45.64024167,-122.6809556,1,1,0,1,VANCOUVER,Washington
30847,53,530096,2,67,2320,1,4,2015,4,23,24,47.02831667,-122.9485778,2,1,1,1,TUMWATER,Washington
30849,53,530098,2,21,1660,2,4,2015,5,16,58,46.23419722,-119.1385639,1,1,0,1,PASCO,Washington
30853,53,530102,5,33,1960,8,4,2015,4,22,35,47.52584167,-122.2923361,2,10,1,1,SEATTLE,Washington
30855,53,530104,1,53,2230,10,4,2015,6,15,41,47.23866944,-122.4166694,1,2,0,1,TACOMA,Washington
30856,53,530105,1,61,1280,18,4,2015,7,8,26,48.10404167,-122.1602972,1,1,0,1,MARYSVILLE,Washington
30857,53,530106,4,61,1120,19,4,2015,1,13,21,48.01325278,-122.1081056,1,1,0,1,LAKE STEVENS,Washington
30859,53,530108,2,61,2030,19,4,2015,1,14,51,47.94562778,-122.1010472,1,1,0,1,SNOHOMISH,Washington
30860,53,530109,2,33,1960,18,4,2015,7,12,57,47.50049444,-122.2425528,1,1,0,1,SEATTLE,Washington
30861,53,530110,1,53,2230,17,4,2015,6,16,39,47.23535556,-122.4404694,1,1,0,1,TACOMA,Washington
30863,53,530113,2,33,1830,18,1,2015,1,6,22,47.50565278,-122.1569444,3,2,0,1,RENTON,Washington
30871,53,530121,4,63,2110,26,4,2015,1,14,1,47.70806111,-117.4364417,1,1,0,1,SPOKANE,Washington
30872,53,530122,1,33,1030,24,4,2015,6,21,2,47.370125,-122.2246917,2,1,1,1,KENT,Washington
30875,53,530125,2,61,170,1,5,2015,6,13,45,47.79184444,-122.2079,1,1,0,1,BOTHELL,Washington
30879,53,530129,1,77,1220,4,5,2015,2,16,44,46.21621111,-119.9957056,1,1,0,1,MABTON,Washington
30881,53,530131,1,63,2110,7,5,2015,5,23,53,47.64306944,-117.5088389,2,1,1,1,SPOKANE,Washington
30883,53,530133,2,5,1850,11,5,2015,2,4,55,46.31419722,-119.2937806,4,1,0,1,RICHLAND,Washington
30884,53,530134,1,61,80,11,3,2015,4,15,16,48.16284444,-122.1294833,1,1,0,1,ARLINGTON,Washington
30885,53,530135,7,61,690,10,5,2015,1,2,41,48.00138056,-122.1742139,2,1,0,1,EVERETT,Washington
30893,53,530143,2,33,229,9,5,2015,7,2,0,47.49945833,-122.3337028,3,1,0,1,BURIEN,Washington
30898,53,530149,1,33,1958,21,5,2015,5,0,0,47.46144444,-122.2907306,3,1,0,1,SEATAC,Washington
30899,53,530150,1,53,747,1,5,2015,6,20,59,47.20823611,-122.3226111,2,10,0,1,FIFE,Washington
30900,53,530151,7,7,1160,25,5,2015,2,1,12,47.67186667,-120.5035139,2,1,1,1,LEAVENWORTH,Washington
30913,53,530165,1,33,1960,14,6,2015,1,3,13,47.60690278,-122.3300056,3,1,1,1,SEATTLE,Washington
30916,53,530168,2,33,1960,10,6,2015,4,10,46,47.60996389,-122.3315694,1,1,0,1,SEATTLE,Washington
30918,53,530170,1,33,2310,20,6,2015,7,23,38,47.46470278,-122.2802361,3,1,0,1,TUKWILA,Washington
30919,53,530171,1,47,1600,15,6,2015,2,22,15,48.45670833,-119.5162056,2,1,1,1,OMAK,Washington
30923,53,530175,1,33,1960,26,3,2015,5,16,33,47.60793889,-122.3331,1,1,0,1,SEATTLE,Washington
30925,53,530177,3,53,160,13,4,2015,2,10,12,47.17156667,-122.1793278,1,10,0,3,BONNEY LAKE,Washington
30928,53,530180,1,33,1960,9,5,2015,7,0,44,47.59655833,-122.32245,3,1,0,1,SEATTLE,Washington
30930,53,530182,2,61,170,7,6,2015,1,22,30,47.79239444,-122.2092722,2,1,0,1,BOTHELL,Washington
30931,53,530183,1,63,2110,5,6,2015,6,0,42,47.64916944,-117.4508694,3,1,1,1,SPOKANE,Washington
30937,53,530189,2,33,1030,16,6,2015,3,8,18,47.37455,-122.3006944,1,1,0,1,KENT,Washington
30939,53,530191,3,33,100,1,6,2015,2,10,57,47.30086111,-122.23235,1,2,0,1,AUBURN,Washington
30940,53,530192,4,41,1450,25,6,2015,5,12,40,46.58989722,-122.8946139,1,1,0,1,NAPAVINE,Washington
30946,53,530198,2,33,1960,27,6,2015,7,23,6,47.67575833,-122.3119389,3,1,1,1,SEATTLE,Washington
30947,53,530199,2,61,80,25,6,2015,5,17,23,48.17557778,-122.1406556,1,1,0,1,ARLINGTON,Washington
30948,53,530200,1,33,1050,16,6,2015,3,1,46,47.70659722,-122.1645889,3,1,1,1,KIRKLAND,Washington
30949,53,530201,1,33,735,29,6,2015,2,18,11,47.27288889,-122.3137056,1,1,0,1,FEDERAL WAY,Washington
30950,53,530202,3,11,2370,14,6,2015,1,19,45,45.63566944,-122.5229056,1,1,1,1,VANCOUVER,Washington
30956,53,530210,1,33,1820,1,7,2015,4,16,58,47.670725,-122.1215694,1,1,0,1,REDMOND,Washington
30968,53,530222,1,53,800,8,7,2015,4,9,33,47.30571944,-122.5766806,1,1,0,1,GIG HARBOR,Washington
30971,53,530225,1,35,1730,10,7,2015,6,6,30,47.74158056,-122.6375972,1,1,0,1,POULSBO,Washington
30973,53,530227,1,33,980,15,7,2015,4,9,33,47.56081944,-122.0909361,1,1,0,1,ISSAQUAH,Washington
30974,53,530228,1,63,2110,15,7,2015,4,19,7,47.67180278,-117.3535833,1,1,1,1,SPOKANE,Washington
30977,53,530231,1,61,170,17,7,2015,6,9,27,47.78429722,-122.2073056,1,1,0,1,BOTHELL,Washington
30981,53,530235,1,33,229,18,7,2015,7,23,31,47.48783333,-122.3500194,3,1,0,1,BURIEN,Washington
30983,53,530237,1,33,109,19,7,2015,1,22,30,47.58026389,-122.1659194,3,1,1,1,BELLEVUE,Washington
30988,53,530242,1,67,2320,19,6,2015,6,0,51,47.00795278,-122.9073917,3,2,0,1,TUMWATER,Washington
30989,53,530243,1,37,370,20,5,2015,4,10,2,47.18170833,-120.89955,1,98,0,1,CLE ELUM,Washington
30990,53,530244,2,61,1280,17,6,2015,4,17,42,48.02804722,-122.1466139,1,1,0,1,MARYSVILLE,Washington
30991,53,530245,1,33,980,26,6,2015,6,11,27,47.54748889,-122.0708667,1,1,0,1,ISSAQUAH,Washington
30992,53,530246,2,33,109,21,7,2015,3,13,55,47.62191389,-122.1889222,1,1,0,1,BELLEVUE,Washington
30994,53,530248,2,53,2230,10,7,2015,6,6,56,47.24352222,-122.4524611,1,1,0,1,TACOMA,Washington
30996,53,530250,2,63,2110,15,7,2015,4,16,20,47.67275,-117.3965417,1,1,1,1,SPOKANE,Washington
30999,53,530253,1,53,2230,24,7,2015,6,10,30,47.24010278,-122.4247306,1,1,0,1,TACOMA,Washington
31001,53,530255,2,63,2110,28,7,2015,3,10,38,47.67252778,-117.4095472,1,1,0,1,SPOKANE,Washington
31005,53,530259,1,53,2230,22,3,2015,1,13,0,47.23250833,-122.4307972,1,1,1,1,TACOMA,Washington
31007,53,530261,4,33,109,23,3,2015,2,15,26,47.56775278,-122.1800917,1,2,0,1,BELLEVUE,Washington
31008,53,530262,1,53,2230,17,7,2015,6,22,9,47.25542222,-122.5204972,3,1,0,1,TACOMA,Washington
31010,53,530264,2,11,2370,5,5,2015,3,21,25,45.6472,-122.5659167,3,1,0,1,VANCOUVER,Washington
31016,53,530270,1,53,2337,2,8,2015,1,21,46,47.20592778,-122.5688556,3,1,1,1,UNIVERSITY PLACE,Washington
31018,53,530272,1,63,2110,3,8,2015,2,20,40,47.70300556,-117.3951278,3,1,0,1,SPOKANE,Washington
31019,53,530273,2,53,1770,3,8,2015,2,14,10,47.20061389,-122.3012694,1,1,0,1,PUYALLUP,Washington
31020,53,530274,2,53,747,3,8,2015,2,10,16,47.24207222,-122.3569861,1,1,0,1,FIFE,Washington
31022,53,530276,9,11,2370,5,8,2015,4,10,53,45.61547222,-122.5043056,1,1,0,2,VANCOUVER,Washington
31024,53,530278,1,7,270,6,8,2015,5,16,16,47.51395278,-120.4465111,1,1,0,1,CASHMERE,Washington
31025,53,530279,1,33,1960,7,8,2015,6,18,9,47.61329444,-122.3300611,1,1,1,1,SEATTLE,Washington
31026,53,530280,1,33,1960,7,8,2015,6,0,58,47.50320833,-122.2511167,3,10,1,1,SEATTLE,Washington
31030,53,530284,6,77,2590,8,8,2015,7,20,58,46.57791389,-120.5028889,3,1,0,1,YAKIMA,Washington
31032,53,530286,2,9,1700,11,8,2015,3,13,30,48.10623056,-123.4226611,1,1,0,1,PORT ANGELES,Washington
31035,53,530289,5,33,1954,12,8,2015,4,22,17,47.58310833,-121.9985722,3,1,1,1,SAMMAMISH,Washington
31036,53,530290,2,33,229,14,8,2015,6,1,56,47.49628333,-122.3519694,3,1,1,1,BURIEN,Washington
31041,53,530296,1,53,1124,17,8,2015,2,2,17,47.16456667,-122.5277167,2,1,1,1,LAKEWOOD,Washington
31044,53,530300,3,61,1215,22,8,2015,7,16,23,47.83263333,-122.2817417,1,1,0,1,LYNNWOOD,Washington
31047,53,530303,1,5,1020,25,8,2015,3,20,54,46.20055556,-119.1170139,3,1,0,1,KENNEWICK,Washington
31051,53,530307,2,61,170,26,8,2015,4,9,48,47.79130556,-122.2151722,1,1,0,1,BOTHELL,Washington
31053,53,530309,3,53,2230,26,8,2015,4,13,27,47.22368611,-122.4828167,1,1,0,1,TACOMA,Washington
31054,53,530310,4,33,2310,27,8,2015,5,15,12,47.49368889,-122.267075,1,1,0,1,TUKWILA,Washington
31056,53,530312,1,53,2230,28,8,2015,6,18,11,47.27258889,-122.3748139,1,10,1,1,TACOMA,Washington
31057,53,530314,3,53,800,29,8,2015,7,10,42,47.35971389,-122.59195,1,2,0,1,GIG HARBOR,Washington
31061,53,530319,3,27,930,1,9,2015,3,10,40,46.97615278,-123.8654194,1,1,0,1,HOQUIAM,Washington
31062,53,530320,1,61,690,19,6,2015,6,0,47,47.98646944,-122.2013583,3,2,0,1,EVERETT,Washington
31063,53,530321,2,63,2110,2,9,2015,4,21,46,47.64661111,-117.458775,3,1,0,1,SPOKANE,Washington
31066,53,530324,6,33,1830,13,7,2015,2,13,45,47.503875,-122.1646694,1,1,0,1,RENTON,Washington
31068,53,530326,2,63,2110,4,9,2015,6,18,2,47.69342778,-117.3650722,1,1,1,1,SPOKANE,Washington
31070,53,530328,8,63,2110,5,9,2015,7,15,1,47.63255,-117.4446694,1,1,0,3,SPOKANE,Washington
31073,53,530331,1,33,1960,5,9,2015,7,17,35,47.66640833,-122.3472833,1,2,0,1,SEATTLE,Washington
31077,53,530335,1,61,1120,8,9,2015,3,6,9,47.99258611,-122.1046111,4,10,0,1,LAKE STEVENS,Washington
31079,53,530337,1,33,1050,9,9,2015,4,2,8,47.66799444,-122.1871917,2,1,1,1,KIRKLAND,Washington
31083,53,530341,1,33,1018,9,9,2015,4,8,52,47.75835,-122.2536444,1,1,0,1,KENMORE,Washington
